Nom réel,CODE INSEE TXT,Surface km carré,Long,Lat,population
Le Landreau,44079,23.98,-1.3,47.2,3219
Mouzeil,44107,18.87,-1.35,47.45,1924
Sainte-Pazanne,44186,41.56,-1.81667,47.1,6489
Joué-sur-Erdre,44077,54.53,-1.41667,47.5,2402
Guenrouet,44068,69.9,-1.95,47.5167,3364
Brains,44024,15.31,-1.71667,47.1667,2755
Erbray,44054,58.18,-1.31667,47.65,3033
Carquefou,44026,43.42,-1.5,47.3,19359
Saint-Herblain,44162,30.02,-1.65,47.2167,45294
Oudon,44115,22.12,-1.28333,47.35,3772
Treffieux,44208,19.12,-1.53333,47.6167,856
Saint-Viaud,44192,32.63,-2.01667,47.25,2396
Saint-Même-le-Tenu,44181,18.27,-1.78333,47.0167,0
Vallet,44212,58.96,-1.26667,47.1667,9016
La Marne,44090,17.8,-1.73333,47,1423
Saint-Père-en-Retz,44187,62.72,-2.03333,47.2,4504
Fay-de-Bretagne,44056,64.81,-1.8,47.4167,3559
Juigné-des-Moutiers,44078,24.65,-1.18333,47.6833,358
Saint-Hilaire-de-Clisson,44165,18.43,-1.31667,47.0667,2215
Boussay,44022,26.45,-1.18333,47.05,2697
Donges,44052,48.5,-2.06667,47.3,7757
Missillac,44098,59.55,-2.16667,47.4833,5214
Teillé,44202,28.55,0.720279,47.4617,1829
La Chapelle-Saint-Sauveur,44034,18.7,-0.983333,47.4333,0
Blain,44015,101.72,-1.75,47.4833,9787
Couffé,44048,39.97,-1.28333,47.4,2504
Pornic,44131,94.18,-2.1,47.1167,14946
La Planche,44127,24.42,-1.43333,47.0167,2584
Pannecé,44118,30.59,-1.23333,47.4833,1366
La Turballe,44211,18.53,-2.51667,47.35,4590
Petit-Auverné,44121,22.53,-1.28333,47.6167,431
La Remaudière,44141,12.98,-1.25,47.2333,1275
Remouillé,44142,21.38,-1.36667,47.05,1859
Paimbœuf,44116,2,-2.03333,47.2833,3358
Montrelais,44104,13.73,-0.966667,47.3833,872
Corsept,44046,23.62,-2.05,47.2833,2760
Sucé-sur-Erdre,44201,41.33,0.470557,47.3448,6929
Le Fresne-sur-Loire,44060,6.29,-0.928333,47.4009,0
Saint-Lyphard,44175,24.63,-2.3,47.4,4651
La Chapelle-Glain,44031,34.5,-1.2,47.6167,831
Prinquiau,44137,22.82,-2,47.3667,3501
La Rouxière,44147,20.96,-1.06667,47.45,0
Grandchamps-des-Fontaines,44066,33.87,0.394723,47.365,5599
Malville,44089,31.24,-1.86667,47.3667,3453
Le Pouliguen,44135,4.39,-2.43333,47.2667,4613
Avessac,44007,76.49,-1.98333,47.65,2601
Saint-Herblon,44163,36.9,-1.1,47.4167,4637
Montoir-de-Bretagne,44103,36.79,-2.15,47.3333,7247
Basse-Goulaine,44009,13.74,-1.43333,47.2167,8747
Trans-sur-Erdre,44207,22.56,-1.36667,47.4833,1038
Le Loroux-Bottereau,44084,45.31,-1.35,47.25,8183
Saint-Michel-Chef-Chef,44182,25.12,-2.15,47.1833,4719
Trignac,44210,14.38,-2.18333,47.3167,7868
Touches,44205,35.15,-1.425,47.4417,2469
Thouaré-sur-Loire,44204,12.76,-1.45,47.2667,9283
Saint-André-des-Eaux,44151,24.71,-2.31667,47.3167,6224
Bouguenais,44020,31.5,-1.61667,47.1833,19259
Sorinières,44198,13.02,-1.53333,47.15,8034
Sion-les-Mines,44197,54.71,-1.58333,47.7333,1688
Puceul,44138,20.09,-1.61667,47.5167,1093
Saint-Géréon,44160,7.51,-1.2,47.3667,2922
Saint-Sébastien-sur-Loire,44190,11.66,-1.5,47.2167,26679
Assérac,44006,32.91,-2.38333,47.4333,1830
Savenay,44195,26,-1.95,47.3667,8618
La Chevrolière,44041,32.56,-1.61667,47.1,5417
Le Cellier,44028,35.99,-1.35,47.3167,3789
Paulx,44119,35.92,-1.75,46.9667,1991
Grand-Auverné,44065,34.4,-1.33333,47.6,804
Villepot,44218,20.59,-1.28333,47.7833,688
Saint-Jean-de-Boiseau,44166,11.4,-1.71667,47.2,5587
Herbignac,44072,71.43,-2.31667,47.45,6567
Saint-Fiacre-sur-Maine,44159,5.97,-1.41667,47.15,1177
La Chapelle-Basse-Mer,44029,22.14,-1.33333,47.2667,6757
Préfailles,44136,4.88,-2.21667,47.1333,1241
Quilly,44139,17.67,-1.95,47.4667,1397
Saint-Léger-les-Vignes,44171,6.49,-1.73333,47.1333,1677
Gorges,44064,15.77,-1.3,47.1,4743
Guémené-Penfao,44067,105.51,-1.83333,47.6333,5387
Fercé,44058,22.04,-1.41667,47.8,514
Pont-Saint-Martin,44130,21.88,-1.58333,47.1167,5781
La Chevallerais,44221,10.23,-1.66667,47.4667,1558
Casson,44027,16.15,-1.55,47.3833,2175
Bonnœuvre,44017,15.66,-1.23333,47.5333,582
Saint-Mars-du-Désert,44179,30.46,-1.4,47.3667,4647
Treillières,44209,29.05,-1.63333,47.3333,8657
Mouzillon,44108,16.5,-1.28333,47.15,2766
Saint-Sulpice-des-Landes,44191,30.78,0.79389,47.5748,710
Bourgneuf-en-Retz,44021,53.19,-1.95,47.05,4932
La Montagne,44101,3.64,-1.68333,47.1833,6141
Vay,44214,36.13,-1.7,47.55,2102
Sévérac,44196,22.41,-2.08333,47.5333,1657
Couëron,44047,44.03,-1.73333,47.2167,20517
Cordemais,44045,37.15,-1.88333,47.2833,3627
Drefféac,44053,14.16,-2.06667,47.4667,2158
Orvault,44114,27.67,-1.61667,47.2667,26030
Arthon-en-Retz,44005,39.24,-1.95,47.1167,6680
Soudan,44199,53.82,-1.3,47.7333,2049
Geneston,44223,8.04,0.487223,47.0556,3686
La Limouzinière,44083,29.54,-1.6,46.9833,2411
Bouvron,44023,47.63,-1.85,47.4167,3114
Mesquer,44097,16.72,-2.45,47.4,1919
Derval,44051,63.51,-1.66667,47.6667,3911
Le Gâvre,44062,53.58,-1.75,47.5167,1776
Ruffigné,44148,33.63,-1.5,47.75,715
Sautron,44194,17.28,-1.66667,47.2667,7551
Clisson,44043,11.3,-1.28333,47.0833,7056
Machecoul,44087,66.62,-1.81667,47,7649
Pouillé-les-Côteaux,44134,11.72,-1.16667,47.45,994
Château-Thébaud,44037,17.64,0.580279,47.125,3059
Ligné,44082,45.41,-1.38333,47.4167,5037
La Grigonnais,44224,21.22,-1.66667,47.5333,1655
Vue,44220,19.51,-1.88333,47.2,1612
La Chapelle-des-Marais,44030,18.05,-2.25,47.45,4096
Pontchâteau,44129,55.79,-2.08333,47.4333,10689
Saint-Étienne-de-Montluc,44158,57.57,-1.78333,47.2667,6946
Rouans,44145,37.73,-1.86667,47.1833,2845
Frossay,44061,57.22,-1.93333,47.25,3217
Notre-Dame-des-Landes,44111,37.4,-1.7,47.3833,2074
Monnières,44100,9.78,-1.35,47.1333,2105
Saint-Julien-de-Concelles,44169,31.74,-1.38333,47.25,6941
Pornichet,44132,12.67,-2.35,47.25,11092
Lège,44081,63.32,-1.6,46.8833,4606
Chauvé,44038,40.98,-1.98333,47.15,2737
Saint-Lumine-de-Coutais,44174,17.64,-1.71667,47.05,2094
Vieillevigne,44216,51.76,-1.43333,46.9667,4016
Riaillé,44144,50.02,-1.28333,47.5167,2312
Moutiers-en-Retz,44106,9.58,1.99834,47.0634,1605
Saint-Julien-de-Vouvantes,44170,25.6,-1.23333,47.65,966
Saint-Hilaire-de-Chaléons,44164,34.98,-1.86667,47.1,2227
Saint-Gildas-des-Bois,44161,33.42,-2.03333,47.5167,3794
La Chapelle-Heulin,44032,13.47,-1.33333,47.1833,3279
Sainte-Reine-de-Bretagne,44189,19.73,-2.18333,47.4333,2321
Petit-Mars,44122,25.97,-1.45,47.4,3676
Vertou,44215,35.68,-1.48333,47.1667,23781
La Meilleraye-de-Bretagne,44095,27.63,-1.4,47.55,1507
Nantes,44109,65.19,-1.55,47.2167,306495
Rougé,44146,56.32,-1.45,47.7833,2301
Sainte-Luce-sur-Loire,44172,11.45,-1.5,47.25,15000
Saint-Molf,44183,22.82,-2.41667,47.3833,2556
Saint-Aignan-Grandlieu,44150,17.94,0.369445,47.1239,3933
Mésanger,44096,49.75,-1.23333,47.4333,4721
Batz-sur-Mer,44010,9.27,-2.48333,47.2833,3086
Moisdon-la-Rivière,44099,50.43,-1.36667,47.6167,1999
Cheix-en-Retz,44039,8.34,-1.81667,47.1833,1023
Le Croisic,44049,4.5,-2.51667,47.3,4106
Rezé,44143,13.78,-1.56667,47.2,40903
Saint-Nicolas-de-Redon,44185,22.32,-2.06667,47.65,3219
Châteaubriant,44036,33.62,-1.38333,47.7167,12484
Saint-Philbert-de-Grand-Lieu,44188,58.81,-1.63333,47.0333,8958
Chéméré,44040,37.31,-1.91667,47.1167,0
Pierric,44123,27.3,-1.73333,47.6833,996
Aigrefeuille-sur-Maine,44002,14.58,-1.4,47.0667,3714
La Boissière-du-Doré,44016,9.41,0.780001,47.232,1054
Jans,44076,33.21,-1.61667,47.6167,1324
Héric,44073,73.93,-1.65,47.4167,5847
Plessé,44128,104.38,-1.88333,47.5333,5318
Barbechat,44008,11.76,-1.28333,47.2833,0
Anetz,44004,14.83,-1.1,47.3833,0
Bouaye,44018,13.83,-1.7,47.15,7069
Saint-Étienne-de-Mer-Morte,44157,27.33,-1.75,46.9333,1668
Guérande,44069,81.44,-2.43333,47.3333,16730
La Bernerie-en-Retz,44012,6.09,-2.03333,47.0833,2769
Massérac,44092,18.78,-1.91667,47.6667,707
Noyal-sur-Brutz,44112,7.71,-1.33333,47.7833,602
Soulvache,44200,11.27,-1.46667,47.8333,369
Lavau-sur-Loire,44080,16.22,-1.96667,47.3,778
Sainte-Anne-sur-Brivet,44152,25.99,1.99667,47.4598,2899
Saint-Joachim,44168,86.22,-2.2,47.3833,4003
Saint-Colomban,44155,35.72,0.41639,47.0089,3310
La Roche-Blanche,44222,14.82,-1.13333,47.4333,1181
Touvois,44206,39.21,-1.68333,46.9,1769
Lusanger,44086,35.38,-1.58333,47.6833,1051
Ancenis,44003,20.07,-1.16667,47.3667,7861
Abbaretz,44001,61.76,-1.53333,47.55,2042
Saint-Lumine-de-Clisson,44173,18.26,-1.33333,47.0833,2137
Conquereuil,44044,32.87,-1.75,47.6167,1100
Varades,44213,45.82,-1.03333,47.3833,7594
Nort-sur-Erdre,44110,66.56,-1.5,47.4333,8648
Saint-Brevin-les-Pins,44154,19.29,-2.16667,47.25,13520
Besné,44013,17.54,-2.08333,47.4,2927
La Plaine-sur-Mer,44126,16.39,-2.16667,47.1333,4079
Crossac,44050,25.85,-2.16667,47.4167,3016
Bouée,44019,21.34,-1.91667,47.3167,932
Vigneux-de-Bretagne,44217,54.68,-1.73333,47.3167,5845
Le Temple-de-Bretagne,44203,1.6,-1.78333,47.3167,1925
Saint-Mars-de-Coutais,44178,34.67,-1.73333,47.1167,2658
Mouais,44105,9.93,-1.65,47.7,389
Gétigné,44063,23.97,-1.25,47.0667,3635
La Baule-Escoublac,44055,22.19,-2.36667,47.3,16242
Vritz,44219,32.89,-1.06667,47.5833,807
Montbert,44102,28.24,-1.5,47.05,3117
Fégréac,44057,44.18,-2.05,47.5833,2445
Saint-Aubin-des-Châteaux,44153,47.56,-1.48333,47.7167,1766
Maumusson,44093,24.56,-1.1,47.4833,1056
Le Pellerin,44120,30.65,-1.75,47.2,5000
Le Pallet,44117,11.75,-1.33333,47.1333,3289
La Regrippière,44140,18.17,-1.18333,47.1833,1556
Marsac-sur-Don,44091,27.68,-1.66667,47.6,1514
Mauves-sur-Loire,44094,14.75,-1.4,47.3,3212
La Chapelle-Launay,44033,24.82,-1.96667,47.3667,2934
Nozay,44113,57.7,-1.63333,47.5667,4080
Saffré,44149,57.46,-1.56667,47.5,3863
Issé,44075,38.66,-1.45,47.6167,1901
La Chapelle-sur-Erdre,44035,33.42,-1.55,47.3,19704
La Haie-Fouassière,44070,11.81,-1.4,47.15,4587
Saint-Nazaire,44184,46.79,-2.2,47.2833,71920
Haute-Goulaine,44071,20.59,-1.43333,47.2,5719
Port-Saint-Père,44133,32.57,-1.75,47.1333,2919
Le Bignon,44014,27.54,0.509445,47.0984,3695
Campbon,44025,49.82,-1.96667,47.4167,4067
Le Pin,44124,24.95,-2.16667,47.35,820
Saint-Mars-la-Jaille,44180,20.06,-1.18333,47.5167,2461
Belligné,44011,32.8,-1.03333,47.4667,0
Fresnay-en-Retz,44059,20.49,-1.88333,47.0167,0
Louisfert,44085,18.16,-1.43333,47.6833,1008
La Selle-sur-le-Bied,45307,23.96,2.88333,48.0667,1090
Bouzy-la-Forêt,45049,37.47,2.38333,47.85,1268
Amilly,45004,40.26,2.77028,47.9731,13382
Quiers-sur-Bézonde,45259,16.61,2.43333,48,1191
Jargeau,45173,14.66,2.11667,47.8667,4615
Givraines,45157,11.26,2.36667,48.15,432
Saint-Denis-de-l'Hôtel,45273,25.45,2.11667,47.8667,2980
Montliard,45215,8.99,2.4,48.0167,218
Coullons,45108,78.97,2.5,47.6167,2538
Barville-en-Gâtinais,45021,10.29,2.4,48.1167,332
Escrignelles,45138,14.04,2.81667,47.7167,54
Pannes,45247,20.84,2.66667,48.0167,3728
Saint-Brisson-sur-Loire,45271,21.86,2.68333,47.65,1045
Sennely,45309,49.32,2.15,47.6833,705
Mérinville,45201,11.84,2.93333,48.0833,194
Nangeville,45221,8.59,2.31667,48.3,0
Ouzouer-sous-Bellegarde,45243,11.57,2.46667,47.9833,316
Châtillon-le-Roi,45086,4.54,2.1,48.15,282
Gémigny,45152,14.17,1.7,47.9667,222
Rouvray-Sainte-Croix,45262,9.47,1.73333,48.05,142
Tavers,45317,22.62,1.61667,47.75,1390
Louzouer,45189,11.23,2.88333,48.0333,296
Château-Renard,45083,40.34,2.93333,47.9333,2322
Nibelle,45228,27.18,2.33333,48.0167,1147
La Ferté-Saint-Aubin,45146,86.12,1.93333,47.7167,7420
Tournoisis,45326,14.94,1.63333,48,406
Bou,45043,6.29,2.05,47.8667,930
Bucy-Saint-Liphard,45059,17.84,1.76667,47.9333,202
Audeville,45012,12.71,2.23333,48.2667,185
Ouzouer-des-Champs,45242,11.32,2.7,47.8833,269
Lombreuil,45185,7.56,2.63333,47.95,312
Ascoux,45010,6.75,2.25,48.1167,1071
Sceaux-du-Gâtinais,45303,31.72,2.6,48.1,664
Sermaises,45310,21.25,2.2,48.3,1615
Ladon,45178,13.75,2.53333,48,1427
Bricy,45055,12.66,1.78333,48,572
Sury-aux-Bois,45316,38,2.33333,47.9667,805
Rebréchien,45261,19.19,2.05,47.9833,1389
Jouy-le-Potier,45175,50.4,1.81667,47.75,1367
Corbeilles,45103,32.62,2.55,48.0667,1543
Marigny-les-Usages,45197,9.66,2.01667,47.95,1350
Jouy-en-Pithiverais,45174,15.86,2.11667,48.1333,260
Cortrat,45105,11.03,2.76667,47.9,91
Mainvilliers,45190,10.3,2.28333,48.3,0
Champoulet,45070,9.36,2.91667,47.6667,45
Le Bardon,45020,12.23,1.65,47.85,1070
Briare,45053,45.41,2.73333,47.6333,5918
Varennes-Changy,45332,29.77,2.66056,47.8653,1525
Batilly-en-Puisaye,45023,17.35,2.88334,47.6123,122
Cepoy,45061,8.52,2.73333,48.05,2416
Dordives,45127,15.18,2.76667,48.15,3313
Adon,45001,24.65,2.8,47.7667,244
Nevoy,45227,30.75,2.58333,47.7167,1226
Dammarie-sur-Loing,45121,20.94,2.88333,47.7833,511
Coinces,45099,21.63,1.75,48.0167,588
Saint-Germain-des-Prés,45279,26.18,2.85,47.95,1933
Coudroy,45107,14.73,2.46667,47.9167,353
Outarville,45240,46.61,2.01667,48.2167,1409
Montbarrois,45209,6.01,2.4,48.05,300
Puiseaux,45258,20.32,2.46667,48.2,3437
La Chapelle-Saint-Sépulcre,45076,6.21,2.85,48.0167,257
Neuvy-en-Sullias,45226,25.28,2.25,47.8,1326
Saint-Benoît-sur-Loire,45270,18.27,2.3,47.8167,2095
Douchy,45129,23.51,3.05,47.95,1567
Escrennes,45137,11.55,2.18333,48.1333,761
Saint-Florent,45277,37.78,2.47667,47.6906,451
Paucourt,45249,20.2,2.8,48.0333,942
Presnoy,45256,7.72,2.55,47.95,253
Bouzonville-aux-Bois,45047,7.54,2.23472,48.1031,455
Thimory,45321,12.37,2.6,47.9167,755
Tigy,45324,47.29,2.2,47.8,2349
Chanteau,45072,28.85,1.96667,47.9667,1442
Rouvres-Saint-Jean,45263,10.1,2.21667,48.3167,282
Traînou,45327,33.68,2.1,47.9667,3322
Fréville-du-Gâtinais,45150,9.77,2.43333,48.0167,188
Châtillon-Coligny,45085,25.53,2.85,47.8333,1979
Chevry-sous-le-Bignon,45094,7.4,2.9,48.1333,233
Crottes-en-Pithiverais,45118,13.65,2.06667,48.1167,342
Montcorbon,45211,26.61,3.06667,47.9667,0
Échilleuses,45131,12.43,2.43333,48.1667,398
Neuville-aux-Bois,45224,31.74,2.05,48.0667,4422
Baccon,45019,33.02,1.63333,47.8833,730
Dadonville,45119,18.21,2.26667,48.15,2528
Saint-Jean-de-Braye,45284,13.7,1.96667,47.9,20416
Égry,45132,7.39,2.43333,48.1,377
Ardon,45006,53.65,1.86667,47.7833,1153
Chapelon,45078,6.52,2.58333,48.0333,282
Chambon-la-Forêt,45069,17.16,2.3,48.05,953
Sougy,45313,28.25,1.78333,48.05,866
Gien,45155,67.86,2.63333,47.7,15130
Courcelles,45110,6.3,2.31667,48.0833,291
Villemandeur,45338,11.46,2.7,47.9833,7221
Mardié,45194,17.28,2.05,47.8833,2646
Saint-Loup-de-Gonois,45287,6.16,2.91667,48.05,92
Gy-les-Nonains,45165,20.13,2.85139,47.9473,670
Bouilly-en-Gâtinais,45045,15.96,2.28333,48.0833,354
Cerdon,45063,67.07,2.36667,47.6333,1003
Vannes-sur-Cosson,45331,35.65,2.21667,47.7167,605
Cernoy-en-Berry,45064,28.23,2.66667,47.5414,475
Treilles-en-Gâtinais,45328,13.97,2.65972,48.0787,288
Léouville,45181,4.28,2.08333,48.2167,80
Cercottes,45062,24.24,1.88333,47.9833,1431
Orville,45237,7.19,2.43333,48.2333,124
Moulon,45219,9.4,2.6,48.0167,217
Dimancheville,45125,2.35,2.43333,48.2333,127
Saint-Gondon,45280,22.4,2.53333,47.7,1144
Fontenay-sur-Loing,45148,9.73,2.76667,48.1,1783
Auvilliers-en-Gâtinais,45017,20.61,2.5,47.9667,383
Ervauville,45136,12.54,2.98333,48.0833,572
Saint-Firmin-sur-Loire,45276,24.76,2.73333,47.6167,560
Seichebrières,45305,14.84,2.26667,47.9667,221
Ouzouer-sur-Loire,45244,34.27,2.48333,47.7667,2793
Charsonville,45081,24.55,1.58333,47.9333,621
Le Moulinet-sur-Solin,45218,19.37,2.61667,47.8333,139
Chaingy,45067,21.69,1.76667,47.8833,3728
Saint-Père-sur-Loire,45297,10.69,2.37028,47.7748,1089
Thignonville,45320,9.16,2.16667,48.2833,373
Beaugency,45028,16.45,1.63333,47.7833,7804
Coudray,45106,12.42,2.36667,48.2667,0
Pithiviers,45252,6.94,2.25,48.1667,9281
La Neuville-sur-Essonne,45225,9.19,2.36667,48.1833,384
Chevilly,45093,41.76,1.88333,48.0333,2780
Villamblain,45337,25.95,1.55,48.0167,288
Montargis,45208,4.46,2.75,48,14909
Préfontaines,45255,11.75,2.68333,48.1,475
Thou,45323,15.16,2.90834,47.5803,239
Batilly-en-Gâtinais,45022,10.32,2.38333,48.0667,437
Baule,45024,12.11,1.66667,47.8167,2113
Bougy-lez-Neuville,45044,16.73,2.03333,48.0333,175
Ramoulu,45260,11.96,2.28333,48.2167,268
Courcy-aux-Loges,45111,20.9,2.21667,48.0667,426
Montereau,45213,50.12,2.56667,47.85,638
Griselles,45161,30.32,2.83333,48.0833,832
Vitry-aux-Loges,45346,44.06,2.26667,47.9333,2044
Greneville-en-Beauce,45160,22.47,2.11667,48.1833,680
Sully-la-Chapelle,45314,26.17,2.18333,47.9667,416
Corquilleroy,45104,13.96,2.7,48.05,2886
Bazoches-sur-le-Betz,45026,15.38,2.98333,48.1333,987
Meung-sur-Loire,45203,20.35,1.7,47.8333,6369
Vieilles-Maisons-sur-Joudry,45334,16.46,2.44472,47.8859,661
Saint-Maurice-sur-Fessard,45293,15.38,2.61667,48,1242
Oussoy-en-Gâtinais,45239,23.23,2.65,47.9167,431
Rozières-en-Beauce,45264,9.17,1.7,47.9333,210
Aschères-le-Marché,45009,20.9,2,48.1,1166
Guilly,45164,17.03,2.28333,47.8,657
Marsainvilliers,45198,10.82,2.28333,48.2167,311
Ruan,45266,16.26,1.93917,48.1117,211
Grangermont,45159,3.93,2.41667,48.1833,203
Juranville,45176,15.23,2.5,48.05,465
Courtemaux,45113,12.19,2.93333,48.05,294
Augerville-la-Rivière,45013,4.03,2.43333,48.25,236
La Bussière,45060,35.23,2.75084,47.7456,845
Semoy,45308,7.78,1.95,47.9333,3322
Faverelles,45141,18.92,2.93333,47.5667,154
Nesploy,45223,12.87,2.36667,48,395
Chilleurs-aux-Bois,45095,52.22,2.13333,48.0667,1995
Engenville,45133,18.1,2.25,48.2333,586
Gidy,45154,23.91,1.83333,47.9833,1825
Saint-Lyé-la-Forêt,45289,27.22,1.98333,48.05,1143
Châlette-sur-Loing,45068,13.13,2.73333,48.0167,12976
Chuelles,45097,30.82,2.96667,48,1224
Oison,45231,12.09,1.96667,48.1333,144
Sandillon,45300,41.31,2.03333,47.85,4014
Villeneuve-sur-Conie,45341,17.97,1.65,48.05,221
Bonnée,45039,11.61,2.38333,47.8,703
Saint-Martin-sur-Ocre,45291,15.79,2.66667,47.65,1272
Choux,45096,33.36,2.66667,47.8,499
La Chapelle-Saint-Mesmin,45075,8.96,1.83333,47.8833,10316
Autry-le-Châtel,45016,50.56,2.60222,47.5975,1041
Dammarie-en-Puisaye,45120,25.89,2.86667,47.6333,177
Laas,45177,6.6,2.21667,48.1167,239
Pierrefitte-ès-Bois,45251,27.18,2.71667,47.5083,299
Donnery,45126,21.77,2.1,47.9167,2742
Boisseaux,45037,7.19,1.98333,48.25,484
Beaulieu-sur-Loire,45029,48.83,2.81667,47.5427,1847
Morville-en-Beauce,45217,11.02,2.16667,48.25,181
Briarres-sur-Essonne,45054,8.23,2.41667,48.2333,529
Bordes,45042,24.02,2.4,47.8167,1875
Beaune-la-Rolande,45030,20.55,2.43333,48.0667,2116
Saint-Aignan-le-Jaillard,45268,24.31,2.43333,47.75,616
Foucherolles,45149,9.8,3.01667,48.0833,316
Montcresson,45212,21,2.81667,47.9,1326
Fleury-les-Aubrais,45147,10.12,1.91667,47.9333,21065
Ouzouer-sur-Trézée,45245,61.63,2.8,47.6667,1228
Intville-la-Guétard,45170,4.88,2.21667,48.25,135
La Selle-en-Hermoy,45306,19.56,2.9,48.0167,853
Bazoches-les-Gallerandes,45025,36.73,2.05,48.1667,1525
Mareau-aux-Prés,45196,13.34,1.78333,47.8667,1289
Sainte-Geneviève-des-Bois,45278,40.74,2.81667,47.8167,1131
Bonny-sur-Loire,45040,25.8,2.83333,47.5667,2043
Lion-en-Beauce,45183,7,1.93333,48.1333,144
Girolles,45156,13.9,2.71667,48.0667,681
Isdes,45171,43.89,2.25,47.6667,565
Épieds-en-Beauce,45134,40.22,1.61667,47.95,1516
Lorris,45187,44.91,2.51667,47.8833,3034
Viglain,45336,39.99,2.3,47.7333,901
Tivernon,45325,12.61,1.93333,48.15,264
Saint-Cyr-en-Val,45272,44.23,1.96667,47.8333,3406
Attray,45011,16.74,2.11667,48.1167,217
Germigny-des-Prés,45153,9.78,2.26667,47.85,767
Guigneville,45162,32.01,2.16667,48.2,553
Ousson-sur-Loire,45238,5.35,2.78333,47.5833,754
Cléry-Saint-André,45098,18.13,1.75,47.8167,3504
Césarville-Dossainville,45065,19.06,2.27639,48.2612,249
Férolles,45144,17.05,2.11667,47.8333,1280
Saint-Martin-d'Abbat,45290,38.97,2.26667,47.85,1765
Conflans-sur-Loing,45102,9.14,2.78333,47.95,402
Chantecoq,45073,15.93,2.96667,48.05,529
Triguères,45329,35.78,2.98333,47.9333,1369
Boulay-les-Barres,45046,12.45,1.78333,47.9833,968
Ingrannes,45168,38.98,2.2,47.9833,528
Combleux,45100,1.1,1.98333,47.9,514
Manchecourt,45192,16.23,2.33333,48.2333,0
Nancray-sur-Rimarde,45220,11.58,2.33333,48.0667,596
Yèvre-la-Ville,45348,26.77,2.31667,48.1333,738
Chailly-en-Gâtinais,45066,18.37,2.55,47.95,727
Chécy,45089,15.47,2.01667,47.9,9018
Saint-Michel,45294,5.14,2.36667,48.0667,126
Mézières-lez-Cléry,45204,27.01,1.80417,47.8187,846
Thorailles,45322,3.45,2.9,48.0167,184
Marcilly-en-Villette,45193,62.66,2.01667,47.7667,2089
Bucy-le-Roi,45058,4.58,1.91667,48.0667,179
Montbouy,45210,26.73,2.81667,47.8667,759
Poilly-lez-Gien,45254,33.29,2.6,47.6833,2459
Autruy-sur-Juine,45015,27.11,2.1,48.2667,703
Huêtre,45166,13.15,1.8,48.0167,283
Ménestreau-en-Villette,45200,53.62,2.01667,47.7,1504
Erceville,45135,12.72,2.03333,48.2333,336
Breteau,45052,16.45,2.9,47.6833,105
Rozoy-le-Vieil,45265,8.14,2.94556,48.1245,436
Chaussy,45088,12.94,1.98333,48.1667,342
Boismorand,45036,25.15,2.71667,47.7833,876
Estouy,45139,18.07,2.31667,48.1833,533
Ormes,45235,18.15,1.8,47.9333,3969
Nogent-sur-Vernisson,45229,33.27,2.75,47.85,2596
Villemoutiers,45339,16.18,2.55,48,492
Andonville,45005,11.94,2.01667,48.2667,220
Chevillon-sur-Huillard,45092,19.34,2.63333,47.9667,1413
Malesherbes,45191,17.61,2.41667,48.3,8261
Saran,45302,19.65,1.88333,47.95,15950
Trinay,45330,17.22,1.95,48.0833,239
Desmonts,45124,4.76,2.5,48.2333,171
Vimory,45345,26.22,2.68333,47.95,1214
Loury,45188,34.36,2.08333,48,2598
Boiscommun,45035,16.06,2.38333,48.0333,1165
Sigloy,45311,9.46,2.23333,47.8333,689
Le Bignon-Mirabeau,45032,12.83,2.91667,48.15,329
Bromeilles,45056,14.75,2.5,48.1833,331
Saint-Sigismond,45299,14.93,1.68333,47.9833,292
Villorceau,45344,9.5,1.6,47.8,1174
Vrigny,45347,16.14,2.23333,48.0833,886
Dry,45130,22.64,1.71667,47.8,1431
Dampierre-en-Burly,45122,47.44,2.51667,47.7667,1398
Vienne-en-Val,45335,35.94,2.13333,47.8,1983
Bray-en-Val,45051,22.32,2.36667,47.8333,1443
Gondreville,45158,8.07,2.65472,48.0509,358
Châtenoy,45084,25.84,2.4,47.9167,476
Ferrières-en-Gâtinais,45145,27.32,2.78333,48.0833,3701
Noyers,45230,18.06,2.51667,47.9167,801
Villereau,45342,9.12,1.98333,48.0667,380
Langesse,45180,8.97,2.66667,47.8167,76
Montigny,45214,5.36,2.11667,48.1167,253
Saint-Hilaire-sur-Puiseaux,45283,11.34,2.7,47.9,174
Mézières-en-Gâtinais,45205,9.86,2.48333,48.0333,271
Ligny-le-Ribault,45182,59.21,1.78333,47.6833,1313
Lion-en-Sullias,45184,24.49,2.48333,47.7333,407
Courtenay,45115,50.13,3.05,48.0333,4160
Charmont-en-Beauce,45080,18.05,2.1,48.2333,399
Cravant,45116,33.91,1.56667,47.8333,984
Saint-Hilaire-Saint-Mesmin,45282,14.12,1.83333,47.8667,3050
Boynes,45050,15.43,2.35,48.1167,1368
La Chapelle-Onzerain,45074,7.06,1.61667,48.0333,123
Mignerette,45207,6.21,2.6,48.05,405
Vennecy,45333,10.71,2.05,47.95,1591
Huisseau-sur-Mauves,45167,37.16,1.7,47.9,1696
Mareau-aux-Bois,45195,11.61,2.18333,48.1,612
Pers-en-Gâtinais,45250,10.69,2.9,48.1167,248
Boigny-sur-Bionne,45034,7.53,2.01667,47.9333,2257
