Nom réel,CODE INSEE TXT,Surface km carré,Long,Lat,population
Saint-Firmin-des-Bois,45275,19.05,2.91667,47.9667,497
Beauchamps-sur-Huillard,45027,18.09,2.45306,47.9384,430
Saint-Hilaire-les-Andrésis,45281,25.71,3.01667,48.05,955
Chevannes,45091,11.99,2.85833,48.1333,329
Combreux,45101,12.67,2.3,47.95,272
Orveau-Bellesauve,45236,15.8,2.33333,48.2833,0
Nargis,45222,22.27,2.75,48.1,1501
Pithiviers-le-Vieil,45253,33.68,2.21667,48.1667,1853
Courtempierre,45114,13.3,2.61667,48.1,240
Mignères,45206,5.12,2.63333,48.05,318
Solterre,45312,9.8,2.75,47.9,506
Labrosse,45057,4.09,2.38333,48.2333,0
Santeau,45301,8.71,2.15,48.0833,399
La Chapelle-sur-Aveyron,45077,19.03,2.86667,47.8667,682
Lorcy,45186,16.75,2.53333,48.05,566
Saint-Ay,45269,10.07,1.75,47.85,3342
Ouvrouer-les-Champs,45241,10.54,2.17861,47.8323,584
Saint-Aignan-des-Gués,45267,3.84,2.31667,47.85,343
Patay,45248,13.8,1.7,48.05,2147
Auxy,45018,20.28,2.46667,48.1167,972
Artenay,45008,20.5,1.88333,48.0833,1874
Saint-Loup-des-Vignes,45288,8.86,2.41667,48.0333,414
Mormant-sur-Vernisson,45216,10.92,2.73333,47.95,104
Pannecières,45246,7.02,2.15,48.2833,126
Saint-Maurice-sur-Aveyron,45292,53.76,2.93333,47.85,902
Boësses,45033,13.13,2.45,48.15,420
Lailly-en-Val,45179,45.61,1.68333,47.7667,3026
Bellegarde,45031,4.93,2.44278,47.9892,1862
Coulmiers,45109,14.28,1.66667,47.9333,573
Pressigny-les-Pins,45257,11.91,2.75,47.8833,506
Melleroy,45199,24.23,2.95,47.9,516
Aillant-sur-Milleron,45002,26.93,2.93333,47.8,416
La Cour-Marigny,45112,13.43,2.6,47.9,338
Bordeaux-en-Gâtinais,45041,9.46,2.51667,48.1,117
Bondaroy,45038,6.94,2.28333,48.1667,437
Sully-sur-Loire,45315,43.6,2.36667,47.7667,5513
Darvoy,45123,8.58,2.1,47.8667,1921
Saint-Jean-de-la-Ruelle,45285,6.1,1.86667,47.9167,16768
Feins-en-Gâtinais,45143,11.89,2.85,47.75,41
Saint-Pryvé-Saint-Mesmin,45298,8.87,1.86667,47.8833,5517
Saint-Jean-le-Blanc,45286,7.66,1.91667,47.9,8505
Châtillon-sur-Loire,45087,40.67,2.75,47.5833,3232
Saint-Péravy-la-Colombe,45296,18.96,1.7,48,748
Villevoques,45343,5.06,2.63333,48.0333,226
Ingré,45169,20.82,1.81667,47.9167,8699
Saint-Denis-en-Val,45274,17.11,1.95,47.8833,7559
Le Charme,45079,13.82,3,47.8,149
Aulnay-la-Rivière,45014,16.14,2.38333,48.2,525
Orléans,45234,27.48,1.9,47.9167,118601
Villemurlin,45340,48.95,2.33333,47.6833,614
Châteauneuf-sur-Loire,45082,40.01,2.23333,47.8667,8093
Ondreville-sur-Essonne,45233,6.57,2.4,48.2,411
Olivet,45232,23.39,1.9,47.8667,21764
Messas,45202,5.21,1.63333,47.8,894
Fay-aux-Loges,45142,26.48,2.13333,47.9333,3709
Gaubertin,45151,7.29,2.41667,48.1167,276
Cornac,46076,13.76,1.88333,44.9167,368
Rouffilhac,46241,6.5,1.41667,44.7833,185
Loubressac,46177,23.75,1.8,44.8833,563
Crégols,46081,18.35,1.7,44.4667,90
Arques,46008,15.05,1.26667,44.6,210
Lavercantière,46164,14.99,1.3,44.6333,246
Montbrun,46198,8.34,1.91667,44.5,101
Saint-Michel-Loubéjou,46284,5.25,1.85,44.9,405
Parnac,46214,5.77,1.3,44.5,384
Puyjourdes,46230,7.83,1.86667,44.4167,87
Pontcirq,46223,8.94,1.28333,44.55,152
Trespoux-Rassiels,46322,20.7,1.36667,44.4167,836
Lauresses,46161,23.73,2.13333,44.7667,267
Bretenoux,46038,5.69,1.83333,44.9167,1431
Mauroux,46187,16.2,1.04639,44.4553,538
Sainte-Alauzie,46248,12.22,1.3,44.3167,125
Cézac,46069,17.34,1.35,44.3333,192
Gintrac,46122,6.79,1.76667,44.9,113
Le Bastit,46018,28.25,1.66667,44.7167,186
Saint-Matré,46278,6.41,1.13333,44.4,118
Esclauzels,46092,17.73,1.61667,44.4333,227
Estal,46097,6.04,1.85,44.9167,114
Pescadoires,46218,3.28,1.16667,44.5,191
Autoire,46011,7.15,1.83333,44.85,358
Belfort-du-Quercy,46023,36.19,1.55,44.25,508
Lauzès,46162,6.39,1.58333,44.5667,174
Pinsac,46220,19.69,1.51667,44.85,785
Labastide-Marnhac,46137,28.87,1.38333,44.4,1228
Livernon,46176,25.86,1.85,44.65,685
Montredon,46207,11.78,2.18333,44.6167,289
Castelfranc,46062,5.71,1.21667,44.5,410
Larroque-Toirac,46157,6.56,1.95,44.5167,139
Quatre-Routes-du-Lot,46232,2.8,1.64528,44.9973,636
Laramière,46154,22.08,1.88333,44.3333,346
Mayrac,46337,7.86,1.56667,44.9,276
Cuzac,46085,5.02,2.15,44.5833,248
Saint-Jean-de-Laur,46270,21.57,1.85,44.4333,238
Figeac,46102,35.16,2.03333,44.6,10509
Gagnac-sur-Cère,46117,12.83,1.87722,44.9389,733
Promilhanes,46227,14.55,1.81667,44.3833,222
Comiac,46071,29.27,2,44.9333,0
Saillac,46247,16.28,1.76667,44.3333,164
Creysse,46084,9.51,1.6,44.8833,296
Aynac,46012,21.55,1.85,44.7833,593
Montlauzun,46206,6.48,1.21667,44.3,129
Saint-Germain-du-Bel-Air,46267,21.47,1.43333,44.65,600
Lhospitalet,46172,14.65,1.40806,44.3612,468
Lherm,46171,13.47,1.24167,44.5667,238
Milhac,46194,5.42,1.33333,44.8,194
Soturac,46307,19.55,1.01667,44.5,641
Labastide-du-Haut-Mont,46135,9.85,2.12084,44.8348,51
Linac,46174,12.3,2.13333,44.6667,223
Saint-Médard-de-Presque,46281,5.29,1.85,44.8667,207
Glanes,46124,2.72,1.88333,44.9167,315
Bio,46030,10.79,1.78333,44.7833,362
Labastide-du-Vert,46136,10.44,1.28333,44.5167,253
Saint-Cirq-Madelon,46257,7.49,1.3,44.7833,141
Saint-Médard,46280,11.78,1.29417,44.5384,166
Cardaillac,46057,18.1,2,44.6833,621
Sérignac,46305,18.44,1.10472,44.4342,306
Saint-Laurent-les-Tours,46273,10.84,1.9,44.8667,958
Meyronne,46192,8.04,1.58333,44.8833,292
Saint-Céré,46251,11.33,1.9,44.8667,3651
Touzac,46321,4.89,1.05,44.5,382
Montet-et-Bouxal,46203,11.51,2.06667,44.7333,234
Cressensac,46083,23.04,1.51667,45.0167,660
Rignac,46238,9.64,1.69556,44.8064,283
Latouille-Lentillac,46159,11.71,1.98333,44.85,242
Sauliac-sur-Célé,46299,25.13,1.71667,44.5167,126
Bagnac-sur-Célé,46015,22.29,2.15834,44.6664,1574
Lalbenque,46148,52.24,1.55,44.3333,1729
Théminettes,46319,8.71,1.86667,44.7167,173
Gigouzac,46119,9.91,1.43333,44.5833,258
Montamel,46196,9.61,1.44889,44.6062,108
Condat,46074,6.12,1.66667,44.9917,398
Lissac-et-Mouret,46175,15.55,1.98778,44.6264,959
Saint-Bressou,46249,10.03,1.98333,44.7,123
Lagardelle,46147,3.07,1.18333,44.4833,123
Soulomès,46310,7.67,1.6,44.6333,123
Saint-Daunès,46263,10.11,1.25,44.3667,218
Saint-Cyprien,46262,15.07,1.25,44.3167,286
Issendolus,46132,18.91,1.8,44.7333,527
Lacave,46144,21.19,1.56667,44.85,290
Saint-Sulpice,46294,13.19,1.79083,44.5695,154
Saignes,46246,3.55,1.81667,44.7833,82
Sénaillac-Lauzès,46303,25.78,1.65,44.6,124
Fontanes-du-Causse,46110,15.01,1.65,44.6667,0
Saint-Pantaléon,46285,19.37,1.28333,44.3667,269
Montvalent,46208,27.61,1.61667,44.8833,304
Frayssinet,46113,16.83,1.48333,44.6667,320
Lacapelle-Cabanac,46142,8.04,1.06667,44.4667,165
Crayssac,46080,14.95,1.31667,44.5,788
Boussac,46035,7.77,1.93333,44.6,194
Albas,46001,21.84,1.23333,44.4667,535
Saint-Jean-Mirabel,46272,9.2,2.10834,44.6212,227
Cadrieu,46041,5.24,1.88333,44.4833,177
Sénaillac-Latronquière,46302,11.26,2.08333,44.8167,142
Saint-Martin-de-Vers,46275,9.93,1.55,44.55,0
Cajarc,46045,25.1,1.85,44.4833,1172
Le Bouyssou,46036,5.62,1.95,44.6833,140
Montgesty,46205,11.88,1.28333,44.5667,330
Quissac,46233,25.17,1.73333,44.6333,118
Montcuq,46201,32.22,1.21667,44.3333,1797
Thédirac,46316,16.51,1.31667,44.6,315
Anglars-Juillac,46005,5.48,1.21667,44.4833,342
Carlucet,46059,33.7,1.61667,44.7167,233
Soucirac,46308,11.31,1.5,44.7,102
Saint-Clair,46259,11,1.4,44.7,153
Saint-Cirq-Souillaguet,46258,8.54,1.45,44.7,157
Blars,46031,25.68,1.71667,44.5667,131
Larnagol,46155,24.36,1.78333,44.4833,138
Mayrinhac-Lentour,46189,15.57,1.8,44.8167,536
Saint-Michel-de-Bannières,46283,7.74,1.68333,44.9833,351
Martel,46185,35.28,1.60889,44.937,1670
Carnac-Rouffiac,46060,13.57,1.25,44.4167,223
Beaumat,46019,8.1,1.51667,44.65,0
Cabrerets,46040,43.38,1.65,44.5,231
Le Montat,46197,22.54,1.45,44.3833,1151
Saint-Cirq-Lapopie,46256,17.89,1.66667,44.4667,216
Frontenac,46116,2.84,1.98333,44.55,70
Laroque-des-Arcs,46156,7.69,1.46667,44.4833,525
Sainte-Croix,46261,7.77,1.16667,44.3417,0
Reilhaguet,46236,15.96,1.5,44.7667,133
Vergne,46165,8.82,1.76667,44.8,462
Ginouillac,46121,9.42,1.53833,44.7259,166
Viazac,46332,17.74,1.83333,44.6667,343
Cavagnac,46065,10.34,1.64,45.0087,470
Rampoux,46234,5.83,1.3,44.6333,99
Albiac,46002,3.83,1.81667,44.7667,89
Cahus,46043,10.01,1.93333,44.95,202
Flaugnac,46103,30.96,1.38333,44.2833,1012
Lunan,46180,6.15,2.1,44.6167,585
Cazals,46066,10.57,1.22639,44.6434,636
Léobard,46169,10.3,1.3,44.7167,227
Vaylats,46329,26.37,1.65,44.3333,300
Camboulit,46052,5.19,1.96667,44.6,271
Brengues,46039,20.56,1.83333,44.5667,205
Carayac,46056,6.87,1.93333,44.5333,90
Saint-Géry,46268,13.58,1.58333,44.4833,450
Anglars-Nozac,46006,9.83,1.41667,44.7833,347
Faycelles,46100,14.08,1.98333,44.5667,671
Escamps,46091,12.11,1.58333,44.4,202
Prayssac,46225,24.05,1.18806,44.5039,2592
Cremps,46082,19.66,1.61667,44.4,371
Cieurac,46070,18.7,1.51667,44.3833,518
Fourmagnac,46111,3.78,2,44.65,159
Lascabanes,46158,16.58,1.3,44.35,208
Sauzet,46301,11.09,1.25,44.4167,515
Lunegarde,46181,10.43,1.68333,44.6833,103
Fargues,46099,14.79,1.21667,44.4167,155
Bagat-en-Quercy,46014,16.63,1.24195,44.372,207
Couzou,46078,21.72,1.61667,44.7667,105
Ladirat,46146,8.93,1.98333,44.8167,110
Bach,46013,21.02,1.68333,44.35,172
Saux,46300,8.31,1.08333,44.3833,125
Masclat,46186,10.02,1.4,44.8333,357
Girac,46123,4.4,1.81667,44.9167,380
Lanzac,46153,14.62,1.48333,44.8667,631
Concorès,46072,19,1.4,44.6667,320
Lugagnac,46179,15.81,1.73333,44.4167,124
Prendeignes,46226,15.76,2.11667,44.6833,231
Thémines,46318,13.35,1.83333,44.7333,217
Laburgade,46140,12.57,1.55,44.3833,350
Sarrazac,46298,18.38,1.58333,45.0167,528
Vers,46331,17.94,1.56667,44.4833,429
Saint-Chamarand,46253,13.09,1.46667,44.6833,216
Payrac,46215,19.5,1.46667,44.8,650
Saint-Paul-de-Vern,46286,10.84,1.95,44.8333,194
Lamativie,46150,12.82,2.03333,44.95,0
Montcabrier,46199,21.75,1.07417,44.5417,352
Pern,46217,25.66,1.4,44.3167,501
Saint-Denis-lès-Martel,46265,7.93,1.65,44.9333,328
Le Bourg,46034,13.15,1.91667,44.7167,321
Rueyres,46243,9.31,1.84639,44.7481,212
Francoulès,46112,13.61,1.48333,44.55,230
Rudelle,46242,6.83,1.88333,44.7167,176
Bouziès,46037,8.2,1.63333,44.4833,81
Caillac,46044,7.44,1.35,44.4833,624
Cassagnes,46061,11.62,1.15,44.55,207
Gramat,46128,57.07,1.71667,44.7833,3684
Saint-Simon,46292,9.26,1.86667,44.7,169
Le Boulvé,46033,19.51,1.16667,44.4333,199
Corn,46075,15.26,1.91667,44.6,202
Beauregard,46020,15.3,1.8,44.3333,238
Nadillac,46210,7.35,1.51667,44.55,67
Capdenac,46055,10.9,2.06917,44.5809,1127
Duravel,46089,14.97,1.08333,44.5167,994
Miers,46193,25.28,1.7,44.85,454
Baladou,46016,15.74,1.56667,44.9167,419
Nadaillac-de-Rouge,46209,7.73,1.43333,44.85,168
Lamagdelaine,46149,10.58,1.48333,44.4667,750
Vidaillac,46333,9.49,1.83333,44.35,170
Bessonies,46338,7.41,2.15,44.8,91
Peyrilles,46219,28.41,1.41667,44.6167,415
Latronquière,46160,10.37,2.08333,44.8,472
Saint-Sozy,46293,8.59,1.56667,44.8833,489
Vire-sur-Lot,46336,7.77,1.08695,44.4909,403
Villesèque,46335,23.56,1.3,44.4,418
Durbans,46090,27.81,1.76667,44.6667,130
Bétaille,46028,13.99,1.73333,44.95,1025
Salviac,46297,29.61,1.26667,44.6833,1231
Saint-Maurice-en-Quercy,46279,13,1.95,44.75,232
Castelnau-Montratier,46063,72.54,1.35306,44.2689,1858
Sainte-Colombe,46260,11.35,2.01667,44.7167,203
Belmont-Sainte-Foi,46026,9.01,1.65,44.2833,107
Reyrevignes,46237,12.44,1.91667,44.65,350
Molières,46195,12.77,1.93528,44.7939,382
Thégra,46317,12.82,1.75,44.8167,498
Floirac,46106,19.02,1.65,44.9167,280
Alvignac,46003,13.05,1.7,44.8333,741
Issepts,46133,9.15,1.93333,44.6667,225
Calamane,46046,7.6,1.38333,44.5167,478
Camburat,46053,8.03,2.01667,44.6333,431
Reilhac,46235,12.98,1.71667,44.7,192
Saint-Sauveur-la-Vallée,46291,6.7,1.55,44.6,0
Sonac,46306,7.34,1.88333,44.7,86
Saint-Perdoux,46288,12.53,2.06667,44.6667,202
Frayssinhes,46115,12.15,1.95,44.8667,186
Saint-Caprais,46250,8.85,1.15833,44.6083,71
Saint-Jean-Lagineste,46339,12.66,1.86083,44.8234,333
Ussel,46323,6.74,1.5,44.5833,79
Biars-sur-Cère,46029,3.63,1.86667,44.9333,2096
Saint-Pierre-Lafeuille,46340,8.52,1.43333,44.5167,387
Saint-Médard-Nicourby,46282,7.77,2.05,44.7667,80
Saint-Vincent-Rive-d'Olt,46296,19.9,1.28333,44.4667,470
Saint-Vincent-du-Pendit,46295,9.24,1.91667,44.8333,181
Lacam-d'Ourcet,46141,14.08,2,44.85,0
Lacapelle-Marival,46143,11.61,1.93333,44.7167,1335
Labastide-Murat,46138,27.27,1.56667,44.65,989
Flaujac-Gare,46104,8.09,1.8,44.7167,106
Saint-Hilaire,46269,7.93,2.15528,44.775,76
Gourdon,46127,45.56,1.38333,44.7333,4426
Marminiac,46184,22.88,1.21667,44.6667,381
Uzech,46324,12.21,1.38333,44.5833,222
Sabadel-Lauzès,46245,8.79,1.61667,44.5667,87
Mechmont,46190,6.71,1.48333,44.5667,125
Puybrun,46229,4.36,1.8,44.9167,950
Maxou,46188,12.59,1.44167,44.5417,309
Saint-Cirgues,46255,32.5,2.11667,44.7333,371
Saint-Martin-le-Redon,46277,10.6,1.05,44.5333,222
Frayssinet-le-Gélat,46114,23.14,1.16667,44.5833,360
Laval-de-Cère,46163,7.98,1.93333,44.95,346
Cuzance,46086,29.74,1.55,44.9667,584
Gindou,46120,15.65,1.26667,44.6333,318
Le Vigan,46334,34.4,1.43333,44.75,1587
Calvignac,46049,17.89,1.8,44.4667,213
Assier,46009,16.49,1.88333,44.6667,710
Prudhomat,46228,12.39,1.83333,44.9,744
Grèzes,46131,11.02,1.81667,44.6167,175
Saint-Jean-Lespinasse,46271,5.99,1.86667,44.8667,426
Nuzéjouls,46211,4.74,1.36667,44.5333,385
Saint-Projet,46290,15.83,1.49056,44.7448,365
Espère,46095,6.31,1.36667,44.5,1017
Saint-Chels,46254,17.86,1.8,44.5167,147
Pradines,46224,16.49,1.4,44.4833,3560
Arcambal,46007,23.11,1.51667,44.45,1037
Cambayrac,46050,7.39,1.26667,44.4333,155
Lebreil,46166,10.2,1.18333,44.3333,0
Valprionde,46326,15.92,1.11667,44.3667,0
Saint-Paul-de-Loubressac,46287,20.19,1.44833,44.2973,0
Souillac,46309,25.92,1.48333,44.9,3776
Junies,46134,13.06,1.25,44.5333,260
Loupiac,46178,12.65,1.46083,44.8178,266
Payrignac,46216,21.64,1.35,44.75,709
Espeyroux,46096,7.64,1.93333,44.7667,101
Cambes,46051,6.57,1.95,44.6167,350
Fons,46108,14.95,1.96667,44.65,416
Luzech,46182,22.13,1.28333,44.4833,1776
Caniac-du-Causse,46054,35,1.63333,44.6167,367
Montfaucon,46204,26.18,1.56667,44.6833,589
Séniergues,46304,18.17,1.55,44.7,129
Lentillac-du-Causse,46167,13.68,1.63333,44.55,101
Dégagnac,46087,37.9,1.31667,44.6667,643
Espagnac-Sainte-Eulalie,46093,9.75,1.88333,44.5833,104
Lentillac-Saint-Blaise,46168,5.75,2.13333,44.6,145
Aujols,46010,16.43,1.56667,44.4167,358
Varaire,46328,25.52,1.73333,44.35,315
Calviac,46048,26.49,2.06667,44.9167,0
Douelle,46088,8.77,1.36667,44.4667,850
Lamothe-Fénelon,46152,13.99,1.41667,44.8333,284
Pomarède,46222,7.04,1.18333,44.5667,171
Rocamadour,46240,49.42,1.63333,44.8,664
Sousceyrac,46311,57.64,2.03333,44.8667,1448
Padirac,46213,8.86,1.75,44.8333,182
Terrou,46314,9.94,2,44.7833,223
Teyssieu,46315,13.63,1.96667,44.9167,185
Montcléra,46200,20.91,1.23333,44.6167,287
Bélaye,46022,18.69,1.2,44.4667,241
Saint-Denis-Catus,46264,10.78,1.38333,44.5667,189
Belmont-Bretenoux,46024,6.65,1.88333,44.8833,389
Cahors,46042,64.72,1.43333,44.4333,20743
Espédaillac,46094,34.93,1.78333,44.6333,260
Puy-l'Évêque,46231,26.38,1.13333,44.5,2058
Planioles,46221,5.85,2.05,44.6333,512
Marcilhac-sur-Célé,46183,27.35,1.76667,44.55,201
Boissières,46032,13.03,1.4,44.5333,394
Cazillac,46067,19.02,1.61667,45,443
Lachapelle-Auzac,46145,31.34,1.48333,44.9333,796
Valroufié,46327,13.48,1.49167,44.5167,444
Mercuès,46191,7.24,1.38333,44.5,1060
Cénevières,46068,15.69,1.75,44.4667,170
Catus,46064,21.32,1.33333,44.55,905
Berganty,46027,6.98,1.65,44.45,112
Gréalou,46129,17.5,1.9,44.5333,278
Saint-Pierre-Toirac,46289,5.83,1.96667,44.5333,147
Saint-Martin-Labouval,46276,13.49,1.73333,44.4667,178
Belmontet,46025,12.12,1.16667,44.3667,0
Vayrac,46330,16.33,1.7,44.95,1382
Fajoles,46098,8.98,1.38333,44.8,286
Concots,46073,26.02,1.63333,44.4167,426
Carennac,46058,19,1.73333,44.9167,423
Labathude,46139,10.05,2,44.75,215
Gorses,46125,35.6,2.05,44.7833,326
Béduer,46021,24.78,1.96667,44.5833,774
Saint-Félix,46266,7.73,2.11667,44.6167,514
Bannes,46017,10.11,1.91667,44.8,125
Grézels,46130,10.79,1.16667,44.4667,257
Goujounac,46126,10.38,1.21667,44.5667,231
Lamothe-Cassel,46151,11.35,1.51667,44.6167,133
Gignac,46118,40.66,1.45,45,667
Orniac,46212,16.79,1.66667,44.5333,75
Calès,46047,34.23,1.55,44.8,165
Vaillac,46325,13.68,1.53333,44.6667,0
Cras,46079,10.22,1.53333,44.5667,96
Anglars,46004,9.99,1.91667,44.7333,211
Felzins,46101,15,2.13333,44.6167,427
Tauriac,46313,8.23,1.77583,44.9064,411
Saint-Cernin,46252,16.28,1.58333,44.5833,288
Leyme,46170,10.16,1.91667,44.7833,963
Limogne-en-Quercy,46173,32.31,1.77028,44.3975,798
Floressas,46107,13.84,1.13333,44.45,163
Tour-de-Faure,46320,8.77,1.7,44.4667,342
Saint-Laurent-Lolmie,46274,10.81,1.22833,44.292,195
Montdoumerc,46202,13.62,1.51667,44.2833,506
Fontanès,46109,16.44,1.5,44.3167,469
Flaujac-Poujols,46105,12.64,1.5,44.4167,734
Cours,46077,17.05,1.55,44.5167,294
Le Roc,46239,6.95,1.43333,44.8667,225
Strenquels,46312,9.01,1.65,44.9833,254
Sabadel-Latronquière,46244,12.29,2.08333,44.7333,92
Roumagne,47226,10.54,0.333333,44.6167,567
Cocumont,47068,25.44,0.033333,44.45,1119
Argenton,47013,12.14,0.1,44.3833,323
Granges-sur-Lot,47111,4.19,0.466667,44.3833,600
Engayrac,47087,10.03,0.9,44.2667,159
Saint-Géraud,47245,5.68,0.166667,44.6167,91
Port-Sainte-Marie,47210,18.94,0.4,44.25,1958
Birac-sur-Trec,47028,14.34,0.266667,44.5,876
Sauvagnas,47288,13.57,0.75,44.25,532
Pompiey,47207,19.61,0.216667,44.1833,238
Montesquieu,47186,25.53,0.45,44.2,778
Castelnaud-de-Gratecambe,47055,17.23,0.666667,44.5,506
Caubon-Saint-Sauveur,47059,11.34,0.2,44.5833,246
Allemans-du-Dropt,47005,6.4,0.283333,44.6333,500
Sauveterre-Saint-Denis,47293,8.25,0.7,44.1667,458
Sainte-Maure-de-Peyriac,47258,23.06,0.15,44,349
Clermont-Dessous,47066,15.08,0.416667,44.25,842
Romestaing,47224,15.46,0.00305556,44.4167,171
Cuzorn,47077,23.34,0.95,44.55,879
Allez-et-Cazeneuve,47006,10.69,0.616667,44.4,645
Virazeil,47326,19.87,0.216667,44.5,1788
Nicole,47196,4.78,0.35,44.3333,270
Montpezat,47190,24.19,0.516667,44.35,624
Saint-Jean-de-Duras,47247,16.56,0.3,44.6833,260
Monclar,47173,24.02,0.525833,44.447,869
Paulhiac,47202,21.89,0.633333,44.4333,309
Sainte-Gemme-Martaillac,47244,14,0.15,44.3667,399
Bon-Encontre,47032,20.56,0.683333,44.1833,6331
Couthures-sur-Garonne,47074,6.98,0.083333,44.5167,364
Fals,47092,9.4,0.666667,44.1,368
Saint-Vite,47283,5.47,0.966667,44.4833,1209
Sauveterre-la-Lémance,47292,23.46,1.01667,44.5833,545
Saint-Pierre-de-Buzet,47267,8.52,0.266667,44.25,295
Andiran,47009,9.89,0.266667,44.1,227
Ambrus,47008,12.35,0.233333,44.2167,109
Dévillac,47080,9.25,0.8,44.6,134
Houeillès,47119,67.63,0.033333,44.2,588
Esclottes,47089,9.24,0.166667,44.7,164
Lavardac,47143,15.1,0.3,44.1833,2271
Moirax,47169,16.2,0.6,44.15,1202
Lalandusse,47132,9.37,0.533333,44.65,220
Saint-Avit,47231,8.95,0.216667,44.5667,171
Saint-Sernin,47278,21.07,0.233333,44.7,432
Ruffiac,47227,12.84,0.033333,44.3667,165
Saint-Étienne-de-Villeréal,47240,14.62,0.766667,44.6167,312
Fieux,47098,14.85,0.416667,44.1,360
Jusix,47120,7.5,0.066667,44.5333,127
Caumont-sur-Garonne,47061,11.61,0.2,44.45,684
Chapelle,47126,4.53,0.266667,44.5667,84
Vergne,47144,19.96,0.4,44.5833,610
Saint-Martin-de-Villeréal,47256,8.22,0.833333,44.6333,117
La Sauvetat-sur-Lède,47291,14.14,0.733333,44.4667,704
Foulayronnes,47100,28.86,0.666667,44.2333,5518
Marmont-Pachas,47158,7.96,0.583333,44.1,142
Auriac-sur-Dropt,47018,5.28,0.233333,44.65,190
Cancon,47048,24.49,0.616667,44.5333,1362
Sainte-Marthe,47253,9.65,0.166667,44.4,577
Tonneins,47310,34.78,0.316667,44.3833,9258
Thouars-sur-Garonne,47308,4.03,0.333333,44.2333,218
Mauvezin-sur-Gupie,47163,15.8,0.15,44.55,582
Allons,47007,76.33,-0.05,44.2,177
Saint-Pastour,47265,14.52,0.6,44.4833,418
Fargues-sur-Ourbise,47093,44.16,0.15,44.2333,368
Saint-Barthélemy-d'Agenais,47232,15.28,0.366667,44.5167,512
La Croix-Blanche,47075,13.05,0.683333,44.3,960
Loubès-Bernac,47151,19.31,0.283333,44.7167,368
Moncaut,47172,15.76,0.5,44.15,644
Gaujac,47108,7.33,0.116667,44.5,274
Pardaillan,47199,19.71,0.283333,44.65,321
Montastruc,47182,24.88,0.516667,44.4833,290
Montaut,47184,14.19,0.670556,44.6039,242
Massoulès,47162,7.86,0.883333,44.35,199
Saint-Antoine-de-Ficalba,47228,10.93,0.716667,44.3333,720
Saint-Pardoux-du-Breuil,47263,7.3,0.216667,44.4833,636
Leyritz-Moncassin,47148,20.24,0.183333,44.3167,222
Brugnac,47042,14.74,0.433333,44.45,195
Massels,47161,6.17,0.866667,44.3167,111
Puch-d'Agenais,47214,23,0.25,44.3167,722
Sembas,47297,12.51,0.65,44.3333,141
Frespech,47105,11.7,0.833333,44.3167,310
Anthé,47011,13.93,0.95,44.3833,207
Clairac,47065,33.78,0.383333,44.35,2805
Saint-Martin-Curton,47254,41.48,0.016667,44.3167,311
Douzains,47084,12.66,0.533333,44.6333,265
Doudrac,47083,8.61,0.683333,44.65,90
Razimet,47220,7.18,0.233333,44.35,320
Montauriol,47183,9.92,0.566667,44.6167,190
Brax,47040,8.8,0.533333,44.2,2068
Pujols,47215,24.98,0.683333,44.4,3760
Colayrac-Saint-Cirq,47069,21.36,0.566667,44.2167,2976
Lacépède,47125,11.33,0.466667,44.3333,321
Cavarc,47063,11.99,0.633333,44.6833,165
Lagarrigue,47129,4.38,0.383333,44.3,296
Penne-d'Agenais,47203,46.71,0.833333,44.3833,2396
Cuq,47076,16.89,0.7,44.0833,276
Pont-du-Casse,47209,19.1,0.683333,44.2333,4345
Savignac-de-Duras,47294,14.89,0.2,44.7,227
Bourran,47038,18.16,0.4,44.3333,608
Gavaudun,47109,21.33,0.9,44.5667,288
Monviel,47192,6.23,0.533333,44.5667,87
Lamontjoie,47133,17.75,0.533333,44.0667,518
Tombebœuf,47309,18.38,0.45,44.5,472
Sérignac-Péboudou,47299,12.12,0.55,44.6,182
Agen,47001,11.49,0.633333,44.2,35202
Saint-Vincent-de-Lamontjoie,47282,15.29,0.5,44.0833,259
Bourgougnague,47035,11.73,0.416667,44.6167,339
Fauillet,47095,14.23,0.283333,44.4167,854
Saint-Romain-le-Noble,47274,8.5,0.783333,44.1667,439
Monbalen,47171,13,0.716667,44.3167,431
Lannes,47134,32.4,0.283333,44.0333,394
Fauguerolles,47094,6.93,0.25,44.4333,761
Layrac,47145,38.11,0.666667,44.1333,3642
Bias,47027,12.29,0.683333,44.4167,3229
Hautesvignes,47118,8.85,0.35,44.4667,164
Villebramar,47319,10.06,0.483333,44.5167,103
Casseneuil,47049,18.09,0.616667,44.45,2406
Villeneuve-sur-Lot,47323,81.32,0.716667,44.4,24131
Cauzac,47062,14.52,0.85,44.2833,428
Calonges,47046,15.99,0.233333,44.3667,621
Caudecoste,47060,17.13,0.733333,44.1167,1027
La Sauvetat-de-Savères,47289,6.86,0.833333,44.2333,572
Dolmayrac,47081,19.4,0.583333,44.3667,720
Bruch,47041,15.89,0.416667,44.2167,784
Castillonnès,47057,19.4,0.6,44.65,1439
Montagnac-sur-Auvignon,47180,22.69,0.466667,44.15,623
Puysserampion,47218,10.72,0.3,44.6,284
